Timestamp,SnowDepth_m
2022-01-06,1.059095238095238
2022-01-07,1.0871904761904763
2022-01-08,1.1152857142857144
2022-01-09,1.101
2022-01-10,1.0869166666666665
2022-01-11,1.0816000000000001
2022-01-12,1.0755750000000002
2022-01-13,1.06955
2022-01-14,1.063525
2022-01-15,1.0575
2022-01-16,1.051
2022-01-17,1.0643333333333334
2022-01-18,1.0776666666666666
2022-01-19,1.091
2022-01-20,1.1178333333333332
2022-01-21,1.1446666666666667
2022-01-22,1.1715
2022-01-23,1.162
2022-01-24,1.164
2022-01-25,1.193
2022-01-26,1.1724999999999999
2022-01-27,1.1684999999999999
2022-01-28,1.1602857142857144
2022-01-29,1.1545999999999998
2022-01-30,1.1394285714285715
2022-01-31,1.1458
2022-02-01,1.2342857142857144
2022-02-02,1.2970555555555556
2022-02-03,1.2690833333333333
2022-02-04,1.2449565217391305
2022-02-05,1.2272083333333332
2022-02-06,1.2069166666666666
2022-02-07,1.1953636363636362
2022-02-08,1.184909090909091
2022-02-09,1.1752916666666666
2022-02-10,1.1657916666666666
2022-02-11,1.1641666666666666
2022-02-12,1.1587916666666667
2022-02-13,1.1449500000000001
2022-02-14,1.1413684210526316
2022-02-15,1.2085000000000001
2022-02-16,1.3860000000000001
2022-02-17,1.4183333333333332
2022-02-18,1.3853333333333333
2022-02-19,1.3474285714285714
2022-02-20,1.4094166666666668
2022-02-21,1.5795000000000001
2022-02-22,1.5259166666666666
2022-02-23,1.4885416666666667
2022-02-24,1.4705416666666666
2022-02-25,1.4534166666666666
2022-02-26,1.4182916666666667
2022-02-27,1.3940526315789472
2022-02-28,1.3866666666666667
2022-03-01,1.3752307692307693
2022-03-02,1.3650769230769233
2022-03-03,1.3534000000000002
2022-03-04,1.3375416666666666
2022-03-05,1.3929166666666666
2022-03-06,1.4182083333333333
2022-03-07,1.4113749999999998
2022-03-08,1.5116666666666667
2022-03-09,1.50575
2022-03-10,1.4832083333333335
2022-03-11,1.4717391304347827
2022-03-12,1.467
2022-03-13,1.48275
2022-03-14,1.49
2022-03-15,1.5762380952380952
2022-03-16,1.5726250000000002
2022-03-17,1.5594444444444444
2022-03-18,1.5475
2022-03-19,1.5310714285714284
2022-03-20,1.6024583333333335
2022-03-21,1.6159047619047617
2022-03-22,1.5899444444444444
2022-03-23,1.5586666666666666
2022-03-24,1.5194666666666667
2022-03-25,1.4922727272727272
2022-03-26,1.4727692307692308
2022-03-27,1.4425555555555556
2022-03-28,1.4201319444444445
2022-03-29,1.3977083333333333
2022-03-30,1.388
2022-03-31,1.382
2022-04-01,1.38255
2022-04-02,1.402
2022-04-03,1.4289411764705882
2022-04-04,1.4190416666666668
2022-04-05,1.4126666666666665
2022-04-06,1.4258181818181817
2022-04-07,1.4054705882352942
2022-04-08,1.395625
2022-04-09,1.3656363636363638
2022-04-10,1.3654583333333334
2022-04-11,1.4136666666666666
2022-04-12,1.655875
2022-04-13,1.6872916666666666
2022-04-14,1.6445652173913046
2022-04-15,1.643086956521739
2022-04-16,1.6002272727272726
2022-04-17,1.697608695652174
2022-04-18,1.662
2022-04-19,1.641375
2022-04-20,1.638095238095238
2022-04-21,1.6216666666666666
2022-04-22,1.726125
2022-04-23,1.9240000000000002
2022-04-24,1.8653809523809524
2022-04-25,1.8117692307692308
2022-04-26,1.741125
2022-04-27,1.7045882352941177
2022-04-28,1.6844999999999999
2022-04-29,1.7437500000000001
2022-04-30,1.7397333333333334
2022-05-01,1.7214583333333333
2022-05-02,1.6988571428571428
2022-05-03,1.7024583333333334
2022-05-04,1.6934285714285713
2022-05-05,1.6257777777777778
2022-05-06,1.555
2022-05-07,1.5662608695652174
2022-05-08,1.625304347826087
2022-05-09,1.8266190476190478
2022-05-10,1.7084444444444444
2022-05-11,1.641875
2022-05-12,1.6560416666666666
2022-05-13,1.6696521739130434
2022-05-14,1.6510952380952382
2022-05-15,1.6357499999999998
2022-05-16,1.52975
2022-05-17,1.4680909090909091
2022-05-18,1.4102857142857144
2022-05-19,1.393304347826087
2022-05-20,1.4595
2022-05-21,1.4435833333333334
2022-05-22,1.432409090909091
2022-05-23,1.4097692307692307
2022-05-24,1.3698333333333332
2022-05-25,1.3314545454545454
2022-05-26,1.297
2022-05-27,1.19
2022-05-28,1.1536
2022-05-29,1.1264166666666666
2022-05-30,1.110125
2022-05-31,1.0974375
2022-06-01,1.0479166666666666
2022-06-02,0.9923636363636362
2022-06-03,0.9281818181818181
2022-06-04,0.87
2022-06-05,0.779
2022-06-06,0.7465238095238095
2022-06-07,0.7226666666666667
2022-06-08,0.6851
2022-06-09,0.6463333333333333
2022-06-10,0.5034166666666666
2022-06-11,0.3605
2022-06-12,0.33654545454545454
2022-06-13,0.27729166666666666
2022-06-14,0.269
2022-06-15,0.24475
2022-06-16,0.1787142857142857
2022-06-17,0.17314285714285713
2022-06-18,0.16757142857142854
2022-06-19,0.16199999999999998
2022-06-20,0.1695263157894737
2022-06-21,0.16955555555555557
2022-06-22,0.1766
2022-06-23,0.19605
2022-06-24,0.2155
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
